,用户id,用户昵称,点赞数,评论数,时间戳,评论内容
0,64598574,原地打转的陈小丑,28,0,1563033796368,"李安说“当年我就很怕自己像闽南语歌《烧肉粽》歌词里所唱的：""自悲自叹歹命人，父母本来真疼惜，让我读过几年书，毕业之后头路无，暂时来卖烧肉粽……""自怨自艾，久而久之竟不知不觉地就叫卖了一辈子的""来呷烧肉粽""。"
1,1760714295,于适的小鱼儿y,26,0,1553773293366,很久没听的老歌了，作为闽南人觉得二爷唱得真好
